OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32957,2025-039W,2026-08-26T18:01:53.521824,15.27590618,.00008257,42.9996,132.5292,322.2655,37.8138,0,U,63124,999,8407,.67999341E-3,.18503E-3,0
SUPERVIEW NEO-1 03,2025-040A,2026-08-27T00:39:51.215904,15.21605239,.00013274,97.3555,351.8115,77.8938,282.2446,0,U,63125,999,8295,.31974323E-3,.715E-4,0
SUPERVIEW NEO-1 04,2025-040B,2026-08-27T00:40:41.740896,15.21627183,.00023655,97.3578,351.9349,68.4878,291.6610,0,U,63126,999,8296,.3228229E-3,.7224E-4,0
COSMOS 2584 [GLONASS-K2],2025-042A,2026-08-26T01:25:52.165920,2.13103704,.00061332,65.1278,70.4283,203.7284,156.3179,0,U,63130,999,1153,0,.36E-6,0
STARLINK-11609 [DTC],2025-043A,2026-08-26T12:54:18.019584,15.70841906,.00013536,43.0007,307.0359,280.9666,79.1050,0,U,63132,999,8617,.11364609E-2,.14801E-2,0
STARLINK-11604 [DTC],2025-043B,2026-08-26T13:24:52.421184,15.70957394,.0003273,43.0021,307.2095,269.8563,90.1930,0,U,63133,999,8606,.1154E-2,.15112E-2,0
STARLINK-11605 [DTC],2025-043C,2026-08-26T14:33:31.314816,15.70963974,.00014445,43.0005,306.6945,54.0183,306.0819,0,U,63134,999,8607,.11071003E-2,.144862E-2,0
STARLINK-11610 [DTC],2025-043D,2026-08-26T13:09:35.343072,15.70944608,.0002225,43.0001,307.1215,250.8106,109.2521,0,U,63135,999,8606,.10293E-2,.134373E-2,0
STARLINK-11613 [DTC],2025-043E,2026-08-26T13:17:14.540928,15.71031243,.0001622,42.9998,307.1616,312.5427,47.5303,0,U,63136,999,8618,.12979E-2,.170921E-2,0
STARLINK-11616 [DTC],2025-043F,2026-08-27T04:56:53.521728,15.70881392,.00015071,42.9991,302.5688,285.4771,74.5930,0,U,63137,999,8629,.11329684E-2,.147796E-2,0
STARLINK-11611 [DTC],2025-043G,2026-08-27T05:18:31.454496,15.70871839,.00024332,43.0001,302.6913,323.5623,36.5079,0,U,63138,999,8629,.15074793E-2,.19793E-2,0
STARLINK-11628 [DTC],2025-043H,2026-08-27T06:00:00.999648,15.70842977,.00015294,42.9999,302.5914,255.5345,237.6466,0,U,63139,999,593,-.72959631E-4,-.98E-4,0
STARLINK-11607 [DTC],2025-043J,2026-08-27T05:03:13.506336,15.70877161,.00012774,42.9998,302.6028,280.6542,79.4182,0,U,63140,999,8629,.14430762E-2,.189289E-2,0
STARLINK-11522 [DTC],2025-043K,2026-08-27T06:42:25.615296,15.70665673,.00009692,42.9997,302.2640,239.0355,121.0418,0,U,63141,999,8612,.36091326E-2,.487337E-2,0
STARLINK-11503 [DTC],2025-043L,2026-08-27T04:47:56.015232,15.70950712,.00025578,42.9999,302.5179,286.1284,73.9302,0,U,63142,999,8611,.63261409E-3,.81917E-3,0
STARLINK-11579 [DTC],2025-043M,2026-08-26T13:39:59.375808,15.71039494,.0002005,42.9991,306.3914,283.2511,76.8133,0,U,63143,999,8607,.19343E-2,.257753E-2,0
STARLINK-11581 [DTC],2025-043N,2026-08-26T12:46:39.798912,15.71041015,.00019139,43.0005,306.9873,329.5123,30.5633,0,U,63144,999,8618,.13473616E-2,.177679E-2,0
STARLINK-32949,2025-043P,2026-08-25T02:08:31.547328,15.27613602,.00013815,42.9998,145.4764,275.4883,84.5811,0,U,63145,999,8368,.77032683E-3,.21018E-3,0
STARLINK-32952,2025-043Q,2026-08-26T18:14:30.170688,15.27608667,.00021839,42.9996,142.5614,281.5572,78.5034,0,U,63146,999,8392,.91788916E-3,.25105E-3,0
STARLINK-32936,2025-043R,2026-08-27T00:34:50.386656,15.27581502,.00005372,43.0004,141.1247,241.1864,118.8934,0,U,63147,999,8333,.26869332E-3,.7139E-4,0
STARLINK-32937,2025-043S,2026-08-26T16:45:26.529408,15.27613234,.00003723,43.0012,136.0564,212.9572,147.1257,0,U,63148,999,8336,.9032165E-3,.24701E-3,0
STARLINK-32939,2025-043T,2026-08-26T18:04:47.713728,15.27587701,.00038585,43.0034,135.6045,280.5566,79.4851,0,U,63149,999,8337,.66068319E-3,.17969E-3,0
STARLINK-32919,2025-043U,2026-08-26T18:25:09.008832,15.27588589,.00018168,43.0001,135.7105,282.6543,77.4105,0,U,63150,999,8337,.36442866E-3,.9782E-4,0
STARLINK-32876,2025-043V,2026-08-26T17:37:02.580096,15.27589754,.00011765,42.9996,135.4535,267.4024,92.6693,0,U,63151,999,8337,.56095137E-3,.15211E-3,0
STARLINK-32915,2025-043W,2026-08-27T00:36:40.296960,15.27583800,.00008714,42.9987,141.0833,253.8421,106.2335,0,U,63152,999,8333,.6293514E-3,.17098E-3,0
SEDNA-2,2025-009DQ,2026-08-27T04:18:47.801952,15.12726917,.00093542,97.4497,311.0418,167.4100,192.7367,0,U,63153,999,8885,.35492536E-3,.6161E-4,0
TJS-15,2025-045A,2026-08-26T18:36:55.486080,1.00102874,.0000934,0.3840,85.2486,114.4837,148.4927,0,U,63157,999,546,0,-.23E-5,0
QIANFAN-73,2025-046A,2026-08-27T04:43:01.581312,13.51023735,.0017239,88.9682,293.3035,99.4385,260.8715,0,U,63159,999,8217,.14342723E-3,.105E-5,0
QIANFAN-74,2025-046B,2026-08-27T06:05:51.263520,13.51018076,.00021001,88.9682,293.1873,93.5883,266.5509,0,U,63160,999,8224,.16628971E-3,.119E-5,0
QIANFAN-75,2025-046C,2026-08-27T05:48:24.666624,13.51027442,.0018396,88.9684,293.4257,102.5377,257.7833,0,U,63161,999,8211,.17242543E-3,.124E-5,0
QIANFAN-76,2025-046D,2026-08-27T05:42:24.028704,13.51022453,.00158738,88.9684,293.4060,102.8605,257.4321,0,U,63162,999,8212,.81149535E-4,.65E-6,0
QIANFAN-77,2025-046E,2026-08-27T04:34:19.505856,13.96242509,.00146132,88.9684,289.2961,6.5251,353.6113,0,U,63163,999,8437,.15457017E-3,.226E-5,0
QIANFAN-78,2025-046F,2026-08-27T04:55:24.760416,13.51011332,.00173153,88.9683,293.2711,104.7244,255.5827,0,U,63164,999,8219,.22370459E-4,.27E-6,0
QIANFAN-79,2025-046G,2026-08-27T05:36:15.740928,13.51019759,.00169956,88.9686,293.3846,103.3328,256.9720,0,U,63165,999,8214,.14781439E-3,.108E-5,0
QIANFAN-80,2025-046H,2026-08-27T06:00:09.731232,13.51026998,.00158684,88.9683,293.0828,107.1295,253.1595,0,U,63166,999,8230,.17251622E-3,.124E-5,0
QIANFAN-81,2025-046J,2026-08-27T05:30:19.303776,13.51022881,.00171325,88.9683,293.1523,98.1624,262.1471,0,U,63167,999,8225,.18181566E-3,.13E-5,0
QIANFAN-82,2025-046K,2026-08-27T04:31:07.423104,13.51018057,.00149678,88.9683,293.2009,103.9456,256.3361,0,U,63168,999,8223,.18598156E-3,.132E-5,0
QIANFAN-83,2025-046L,2026-08-27T04:34:36.027264,13.62062098,.00162374,88.9684,292.4696,78.8180,281.4801,0,U,63169,999,8264,.15703829E-3,.134E-5,0
QIANFAN-84,2025-046M,2026-08-27T01:39:16.293312,13.51022719,.0017973,88.9684,293.3460,101.4835,258.8335,0,U,63170,999,8214,.11570622E-3,.87E-6,0
QIANFAN-85,2025-046N,2026-08-27T05:06:38.281248,13.51026752,.00155189,88.9683,293.2007,102.9078,257.3808,0,U,63171,999,8223,.1887763E-3,.134E-5,0
QIANFAN-86,2025-046P,2026-08-27T05:18:31.918464,13.51022652,.00133853,88.9685,293.0680,106.2303,254.0322,0,U,63172,999,8231,.19468366E-3,.138E-5,0
QIANFAN-87,2025-046Q,2026-08-27T04:37:13.562976,13.51030733,.00139103,88.9681,293.1731,102.1112,258.1599,0,U,63173,999,8224,.16151655E-3,.117E-5,0
QIANFAN-88,2025-046R,2026-08-27T05:00:49.258944,13.51027006,.00143033,88.9684,293.1323,109.4157,250.8541,0,U,63174,999,8227,.18587089E-3,.132E-5,0
QIANFAN-89,2025-046S,2026-08-27T05:54:03.353760,13.51022261,.00188887,88.9683,293.3173,101.3632,258.9642,0,U,63175,999,8217,.17202562E-3,.123E-5,0
QIANFAN-90,2025-046T,2026-08-27T04:48:52.718688,13.51018426,.00158089,88.9684,293.2952,100.0221,260.2715,0,U,63176,999,8218,.15454242E-3,.112E-5,0
PUNCH-NFI (SMEX 15A),2025-047A,2026-08-27T01:04:22.104192,14.74830959,.00097701,97.9583,63.2872,294.1309,65.8878,0,U,63178,999,7852,.67458339E-4,.402E-5,0
PUNCH-WFI 1 (SMEX 15B),2025-047B,2026-08-27T01:02:23.785440,14.74413157,.00079806,97.9604,63.1086,317.4610,42.5979,0,U,63179,999,7850,.70336126E-4,.417E-5,0
PUNCH-WFI 3 (SMEX 15D),2025-047C,2026-08-27T01:35:04.216992,14.74414484,.00088785,97.9566,62.8136,306.1655,53.8731,0,U,63180,999,7850,.70913654E-4,.421E-5,0
PUNCH-WFI 2 (SMEX 15C),2025-047D,2026-08-27T02:08:03.975360,14.74415359,.00084498,97.9587,62.9220,321.6086,38.4520,0,U,63181,999,7850,.76484374E-4,.458E-5,0
SPHEREX (MIDEX 9),2025-047E,2026-08-27T06:05:56.343840,14.74179968,.00096257,97.9597,62.7823,332.2312,27.8382,0,U,63182,999,7851,.14574395E-3,.912E-5,0
STARLINK-11602 [DTC],2025-048A,2026-08-26T17:58:39.329184,15.71069992,.000186,42.9991,15.1457,301.8072,58.2615,0,U,63183,999,8488,.15549128E-2,.206077E-2,0
STARLINK-11617 [DTC],2025-048B,2026-08-26T17:50:59.657856,15.70992800,.00041202,43.0041,15.1038,270.9231,89.1165,0,U,63184,999,8526,.11237272E-2,.14731E-2,0
STARLINK-11618 [DTC],2025-048C,2026-08-25T18:11:43.931040,15.70866804,.00017752,43.0002,20.5944,283.6222,76.4448,0,U,63185,999,8510,.11831382E-2,.154391E-2,0
STARLINK-11646 [DTC],2025-048D,2026-08-26T18:21:23.523840,15.70819837,.00028248,42.9998,14.3760,245.4488,114.6085,0,U,63186,999,8527,.1238388E-2,.161454E-2,0
STARLINK-11622 [DTC],2025-048E,2026-08-27T01:44:06.003744,15.71103726,.00025482,42.9992,13.2701,312.6974,47.3679,0,U,63187,999,8531,.17393277E-2,.231625E-2,0
STARLINK-11642 [DTC],2025-048F,2026-08-26T19:07:16.101696,15.70851527,.00023102,43.0004,14.6324,260.1498,99.9109,0,U,63188,999,8527,.12967535E-2,.169466E-2,0
STARLINK-11639 [DTC],2025-048G,2026-08-26T15:48:51.502752,15.71023543,.00022315,43.0001,15.3111,137.9000,222.2039,0,U,63189,999,8525,.13202564E-2,.173891E-2,0
STARLINK-11637 [DTC],2025-048H,2026-08-27T01:45:22.030560,15.70884004,.00017461,43.0009,13.2763,296.9439,63.1251,0,U,63190,999,8531,.97378155E-4,.12087E-3,0
STARLINK-11647 [DTC],2025-048J,2026-08-25T16:47:48.855264,15.70860516,.00014726,43.0028,21.0153,268.0712,91.9987,0,U,63191,999,8510,.12030496E-2,.157003E-2,0
STARLINK-11643 [DTC],2025-048K,2026-08-26T17:28:04.258848,15.71061478,.00022523,42.9998,14.9718,299.9329,60.1314,0,U,63192,999,8526,.14944344E-2,.197778E-2,0
STARLINK-11635 [DTC],2025-048L,2026-08-26T18:29:02.536800,15.70965472,.00029457,43.0049,14.4151,291.4442,68.6111,0,U,63193,999,8527,.13480295E-2,.177207E-2,0
STARLINK-11636 [DTC],2025-048M,2026-08-26T17:43:20.845344,15.70981442,.00039029,43.0010,15.0569,270.3733,89.6688,0,U,63194,999,8526,.14574897E-2,.192134E-2,0
STARLINK-11631 [DTC],2025-048N,2026-08-27T01:51:45.044352,15.71209982,.00025584,43.0000,13.3108,325.2390,34.8310,0,U,63195,999,8531,.21151822E-2,.28487E-2,0
STARLINK-32946,2025-048P,2026-08-26T22:30:39.585888,15.27606316,.000092,42.9980,207.8552,259.8599,100.2149,0,U,63196,999,8308,.10019E-2,.27432E-3,0
STARLINK-32960,2025-048Q,2026-08-25T22:21:59.253984,15.27592234,.00023351,42.9991,209.6949,282.8484,77.2107,0,U,63197,999,8297,.72915398E-3,.19865E-3,0
STARLINK-32904,2025-048R,2026-08-26T22:32:59.045856,15.27583346,.0000656,42.9993,203.4898,272.4278,87.6499,0,U,63198,999,8313,.10254E-2,.28065E-3,0
STARLINK-32931,2025-048S,2026-08-26T23:08:08.039616,15.27595616,.0001094,42.9973,203.6762,234.4755,125.5994,0,U,63199,999,8313,.60582E-3,.16454E-3,0
STARLINK-32934,2025-048T,2026-08-26T22:42:13.877280,15.27594709,.000151,43.0020,203.5391,257.5431,102.5252,0,U,63200,999,8313,.47419E-3,.12815E-3,0
STARLINK-32938,2025-048U,2026-08-26T21:39:31.959936,15.27599470,.00012155,43.0000,204.0759,253.4005,106.6713,0,U,63201,999,8312,.58967393E-3,.16009E-3,0
STARLINK-32935,2025-048V,2026-08-27T04:27:36.144864,15.27635795,.00012324,42.9989,202.7655,260.2051,99.8662,0,U,63202,999,8316,.91399833E-3,.25017E-3,0
STARLINK-32930,2025-048W,2026-08-25T06:51:31.139712,15.27589381,.0001892,42.9996,213.4399,267.2802,92.7834,0,U,63203,999,8287,.352E-3,.9439E-4,0
QPS-SAR-9 (SUSANOO-I),2025-050A,2026-08-26T22:29:10.468608,15.03714041,.0006281,42.0190,71.1029,259.2665,100.7455,0,U,63205,999,7961,.36598E-3,.4919E-4,0
SUPERVIEW NEO-3 02,2025-051A,2026-08-27T06:36:01.735776,15.21745842,.00008225,97.4483,317.8785,95.8296,264.3034,0,U,63208,999,8065,.33062897E-3,.7425E-4,0
TIANYAN 23,2025-051B,2026-08-27T06:49:25.707648,15.53110321,.00054757,97.4505,328.9902,172.8992,187.2340,0,U,63209,999,8138,.64835318E-3,.40657E-3,0
JINJUSAT-1B,2025-052A,2026-08-27T05:20:12.330816,15.35550183,.00035141,97.3904,136.1416,150.3420,209.8024,0,U,63210,999,8099,.50319363E-3,.17328E-3,0
NUSHSAT1,2025-052B,2026-08-27T06:27:46.204128,15.38583551,.00031447,97.3877,137.0274,147.5039,212.6400,0,U,63211,999,8106,.60518968E-3,.23015E-3,0
IOD-1,2025-052C,2026-08-26T06:56:25.016352,15.63990928,.00055076,97.3712,142.5220,136.9642,223.2048,0,U,63212,999,8140,.11047669E-2,.105198E-2,0
TEVEL2-4,2025-052D,2026-08-27T04:49:31.680768,15.36932964,.00023001,97.3800,135.7917,153.9434,206.1927,0,U,63213,999,8101,.55001844E-3,.19812E-3,0
TEVEL2-5,2025-052E,2026-08-26T06:05:17.160576,15.36686092,.0001994,97.3800,134.7670,157.2511,202.8822,0,U,63214,999,8086,.45866E-3,.16369E-3,0
TEVEL2-6,2025-052F,2026-08-27T05:51:53.633664,15.36689192,.000207,97.3806,135.7461,155.0118,205.1227,0,U,63215,999,8101,.55259148E-3,.19749E-3,0
BOTSAT-1,2025-052G,2026-08-27T05:27:01.796832,15.28208844,.0001218,97.3786,132.3905,171.4956,188.6305,0,U,63216,999,8080,.31110331E-3,.848E-4,0
TEVEL2-1,2025-052H,2026-08-27T05:38:14.961696,15.36069663,.00016575,97.3770,135.2717,173.1897,186.9370,0,U,63217,999,8099,.53661314E-3,.18795E-3,0
TEVEL2-3,2025-052J,2026-08-27T05:26:15.626400,15.36142239,.00014438,97.3780,135.2954,163.7472,196.3819,0,U,63218,999,8099,.53626405E-3,.18826E-3,0
TEVEL2-2,2025-052K,2026-08-27T05:37:56.180928,15.36082708,.00015244,97.3775,135.2748,173.1533,186.9732,0,U,63219,999,8099,.52921886E-3,.18542E-3,0
AEROCUBE 18A,2025-052L,2026-08-27T05:31:01.173216,15.25164633,.00026309,97.3861,131.7891,210.6847,149.4237,0,U,63220,999,8072,.23821235E-3,.5902E-4,0
TRANSPORTER-13 OBJECT M,2025-052M,2026-08-27T06:27:15.040512,15.22362871,.00016893,97.3778,130.1370,236.0228,124.0848,0,U,63221,999,8065,.16107977E-3,.3648E-4,0
AEROCUBE 18B,2025-052N,2026-08-27T04:47:12.369408,15.25068166,.00028615,97.3872,131.7365,220.7995,139.3030,0,U,63222,999,8071,.23327216E-3,.5762E-4,0
DROID.002,2025-052P,2026-08-27T05:17:33.563904,15.23382049,.00022773,97.3832,130.9482,227.9836,132.1208,0,U,63223,999,8068,.23166837E-3,.5439E-4,0
TOMORROW-S6,2025-052R,2026-08-27T06:31:02.389152,15.22945154,.00034425,97.3909,131.0696,234.6107,125.4809,0,U,63225,999,8066,.18643164E-3,.4307E-4,0
ETIHAD-SAT,2025-052S,2026-08-27T05:10:50.151072,15.22561937,.00033757,97.3854,130.5638,245.9034,114.1849,0,U,63226,999,8064,.16790073E-3,.3828E-4,0
TRANSPORTER-13 OBJECT U,2025-052U,2026-08-27T04:59:12.321600,15.24249501,.00030819,97.3815,130.9086,254.9670,105.1227,0,U,63228,999,8068,.22903341E-3,.5518E-4,0
SPACEEYE-T1,2025-052V,2026-08-27T05:33:11.849760,15.23028873,.00029229,97.3844,130.6232,258.2302,101.8607,0,U,63229,999,8065,.19928803E-3,.462E-4,0
ION SCV-017,2025-052W,2026-08-27T05:13:57.076608,15.28294185,.00223864,97.3808,133.7731,154.0222,206.2146,0,U,63230,999,8088,.15102976E-3,.4116E-4,0
M-SEL/CORTEZ,2025-052X,2026-08-27T06:02:40.068960,15.27130980,.0002773,97.3817,132.0196,254.7204,105.3729,0,U,63231,999,8076,.32738215E-3,.8639E-4,0
SPHINX/FRAZIER,2025-052Y,2026-08-27T05:27:23.384736,15.24695485,.00038277,97.3846,131.2475,255.7729,104.3084,0,U,63232,999,8069,.25251308E-3,.6174E-4,0
LIZZIESAT-3 (LS-3),2025-052Z,2026-08-27T05:28:23.094912,15.22327060,.00040211,97.3808,129.8040,275.1722,84.9055,0,U,63233,999,8061,.21296326E-3,.4841E-4,0
TOMORROW-S5,2025-052AA,2026-08-27T05:47:57.105888,15.22996164,.00048443,97.3887,130.8105,261.5470,98.5218,0,U,63234,999,8065,.19625175E-3,.4545E-4,0
OTP-2,2025-052AB,2026-08-27T06:00:18.286560,15.24824619,.00041903,97.3765,130.6248,275.6296,84.4464,0,U,63235,999,8069,.27943372E-3,.6867E-4,0
ORBASTRO-TR5,2025-052AC,2026-08-27T05:17:49.349184,15.22594894,.00019579,97.3731,129.5846,265.8715,94.2298,0,U,63236,999,8062,.19155581E-3,.4381E-4,0
TEVEL2-9,2025-052AD,2026-08-27T05:49:30.749664,15.33919032,.00039322,97.3838,134.4946,237.6127,122.4736,0,U,63237,999,8091,.52162051E-3,.17058E-3,0
TEVEL2-7,2025-052AE,2026-08-27T05:35:52.930464,15.33569190,.0003899,97.3837,134.3686,237.1288,122.9579,0,U,63238,999,8090,.50736138E-3,.16406E-3,0
TEVEL2-8,2025-052AF,2026-08-27T05:48:40.310208,15.33557861,.00038272,97.3840,134.3524,239.7078,120.3786,0,U,63239,999,8090,.50861059E-3,.1644E-3,0
AL MUNTHER,2025-052AG,2026-08-27T06:15:23.577120,15.33999141,.00038198,97.3778,133.9426,247.9761,112.1076,0,U,63240,999,8090,.5745709E-3,.18849E-3,0
TRANSPORTER-13 OBJECT AH,2025-052AH,2026-08-27T05:59:09.920832,15.28990834,.00045287,97.3743,132.0499,267.8846,92.1875,0,U,63241,999,8079,.4021282E-3,.11255E-3,0
HERMES-1,2025-052AJ,2026-08-27T05:36:34.136352,15.22150157,.00055505,97.3793,129.5603,304.4554,55.6157,0,U,63242,999,8060,.21647828E-3,.4897E-4,0
HERMES-2,2025-052AK,2026-08-26T22:35:52.372032,15.31517742,.0003221,97.3795,133.5178,196.9683,163.1452,0,U,63243,999,8084,.31572E-3,.9535E-4,0
PANDORE,2025-052AL,2026-08-27T05:24:47.138976,14.95320587,.0004071,97.6791,129.1686,336.7625,23.3411,0,U,63244,999,7922,.23510026E-3,.2535E-4,0
BUCCANEER MM,2025-052AM,2026-08-27T06:07:21.370944,14.95000078,.00038798,97.6762,128.7889,4.9275,355.1983,0,U,63245,999,7921,.27419688E-3,.2942E-4,0
LEMUR-2-LEIA-PHILIP,2025-052AN,2026-08-27T05:41:21.974496,14.97505093,.00038942,97.6726,129.9614,15.5606,344.5736,0,U,63246,999,7930,.14618452E-3,.1646E-4,0
EZIE-A,2025-052AP,2026-08-27T04:55:14.363040,14.97802292,.00028756,97.6805,130.2220,0.3018,359.8205,0,U,63247,999,7929,.2425889E-3,.2792E-4,0
LEMUR-2-LIA-MARTIN,2025-052AQ,2026-08-26T16:13:51.977856,14.98309715,.0002797,97.6790,130.0074,344.6448,15.4689,0,U,63248,999,7923,.30059915E-3,.352E-4,0
EZIE-C,2025-052AR,2026-08-27T03:15:00.801216,14.97749533,.00033969,97.6786,130.0211,12.2439,347.8865,0,U,63249,999,7928,.28549787E-3,.3292E-4,0
EZIE-B,2025-052AS,2026-08-27T06:23:34.652256,14.97704867,.00030777,97.6816,130.3387,348.1672,11.9477,0,U,63250,999,7930,.34591889E-3,.3996E-4,0
UVSQ-SAT NG,2025-052AT,2026-08-27T04:22:15.910176,14.95670216,.00032285,97.6749,129.2295,24.6686,335.4689,0,U,63251,999,7924,.29084743E-3,.3178E-4,0
ARVAKER-1,2025-052AU,2026-08-27T05:52:53.310144,14.94796949,.00027137,97.6770,128.9586,20.4504,339.6825,0,U,63252,999,7922,.21611722E-3,.2295E-4,0
ICEYE-X48,2025-052AV,2026-08-27T06:07:06.359808,14.98313431,.00023175,97.6780,130.3350,35.0221,325.1154,0,U,63253,999,7931,.28953613E-3,.3388E-4,0
YAM-8,2025-052AW,2026-08-27T05:18:35.298432,15.10066436,.00011194,97.6852,141.0796,172.7172,187.4074,0,U,63254,999,7999,.3005745E-3,.4827E-4,0
ICEYE-X50,2025-052AX,2026-08-27T06:54:02.993760,14.95471178,.00019343,97.6781,129.7864,19.8106,340.3190,0,U,63255,999,7927,.11604054E-3,.1227E-4,0
FIRESAT 0 (MUSAT-4),2025-052AY,2026-08-27T05:53:33.340992,14.93054445,.00021167,97.6858,128.8309,67.1704,292.9739,0,U,63256,999,7919,.12995957E-3,.1297E-4,0
ICEYE-X51,2025-052AZ,2026-08-27T06:15:04.349664,15.00886485,.00019581,97.7676,134.2653,57.1516,302.9896,0,U,63257,999,7946,.31355696E-3,.393E-4,0
ICEYE-X46,2025-052BA,2026-08-27T05:12:41.479200,14.95484174,.00015469,97.6785,129.7184,85.2320,274.9077,0,U,63258,999,7926,.12399802E-3,.1316E-4,0
LEMUR-2-DELOITTE-1,2025-052BB,2026-08-27T06:22:10.201440,14.98032290,.00012777,97.6829,130.9172,108.9277,251.2084,0,U,63259,999,7933,.30498985E-3,.3546E-4,0
TRANSPORTER-13 OBJECT BC,2025-052BC,2026-08-27T05:51:09.005472,14.94852995,.00031973,97.6736,129.1299,91.6786,268.4801,0,U,63260,999,7924,.17058823E-3,.1802E-4,0
LEMUR-2-EMERSONROSE,2025-052BD,2026-08-27T05:40:25.850784,14.99523174,.00030564,97.6771,131.5890,156.8273,203.3088,0,U,63261,999,7938,.3166804E-3,.3831E-4,0
LEMUR-2-MARACHE-FRAN,2025-052BE,2026-08-27T05:29:49.439616,15.00612842,.001037,97.6705,131.9817,112.5522,247.6800,0,U,63262,999,7941,.38929959E-3,.4866E-4,0
SOAP,2025-052BF,2026-08-27T06:44:36.403296,14.97097438,.00034213,97.6756,130.3470,91.2008,268.9606,0,U,63263,999,7932,.16828762E-3,.1884E-4,0
LEMUR-2-THEFALCONER,2025-052BG,2026-08-27T05:39:31.488768,14.97755254,.00033229,97.6748,130.4294,107.9369,252.2216,0,U,63264,999,7932,.1389805E-3,.1573E-4,0
STARLINK-11654 [DTC],2025-053A,2026-08-26T19:09:53.197632,15.70942558,.00022088,43.0006,166.8283,151.8145,208.2842,0,U,63265,999,8442,.9643303E-3,.125723E-2,0
STARLINK-11659 [DTC],2025-053B,2026-08-26T20:33:48.265632,15.70862089,.00016713,43.0002,166.4017,258.7796,101.2884,0,U,63266,999,8443,.10793953E-2,.140549E-2,0
STARLINK-11653 [DTC],2025-053C,2026-08-27T01:46:42.662496,15.70948967,.0001924,43.0019,165.4648,242.5827,117.4845,0,U,63267,999,8446,.17228892E-2,.22783E-2,0
STARLINK-11641 [DTC],2025-053D,2026-08-26T21:42:25.402752,15.70861147,.0001758,43.0003,165.8905,240.5411,119.5281,0,U,63268,999,8444,.74986E-3,.96986E-3,0
STARLINK-11638 [DTC],2025-053E,2026-08-27T02:24:45.269280,15.70847050,.00034566,43.0024,164.7811,285.3120,74.7366,0,U,63269,999,8447,.1076081E-2,.140044E-2,0
STARLINK-11614 [DTC],2025-053F,2026-08-26T19:32:49.642080,15.70877665,.00011318,42.9995,166.9588,263.0575,97.0163,0,U,63270,999,8442,.16220243E-2,.213448E-2,0
STARLINK-11620 [DTC],2025-053G,2026-08-27T02:02:00.142368,15.70863879,.00006025,42.9981,165.5523,241.9934,118.0872,0,U,63271,999,8446,.52997998E-3,.68182E-3,0
STARLINK-11619 [DTC],2025-053H,2026-08-26T20:49:05.468160,15.70878666,.00018587,43.0009,166.4887,252.8106,107.2559,0,U,63272,999,8443,.10787528E-2,.140565E-2,0
STARLINK-11621 [DTC],2025-053J,2026-08-26T20:03:13.232448,15.71002762,.00022786,43.0012,166.2323,248.7449,111.3175,0,U,63273,999,8443,.15496419E-2,.204769E-2,0
STARLINK-11615 [DTC],2025-053K,2026-08-26T20:56:44.839680,15.70680062,.00013135,43.0003,166.5319,218.1838,141.8936,0,U,63274,999,8443,.53299433E-2,.743346E-2,0
STARLINK-11608 [DTC],2025-053L,2026-08-26T20:26:09.496320,15.70887288,.00029815,43.0003,166.3590,266.7104,93.3423,0,U,63275,999,8442,.12361162E-2,.161621E-2,0
STARLINK-11623 [DTC],2025-053M,2026-08-26T12:10:20.758080,15.71015088,.00024055,42.9997,168.9622,48.9116,311.1959,0,U,63276,999,8436,.15368363E-2,.20314E-2,0
STARLINK-33660,2025-053P,2026-08-27T01:00:29.276928,15.27605034,.0001072,43.0015,359.9772,293.2388,66.8351,0,U,63278,999,8224,.72999538E-3,.19895E-3,0
STARLINK-33611,2025-053Q,2026-08-25T10:33:17.936352,15.27604861,.00018831,43.0012,5.1266,282.4533,77.6108,0,U,63279,999,8215,.82230895E-3,.22452E-3,0
STARLINK-33646,2025-053R,2026-08-26T17:52:02.157024,15.27604977,.00016584,43.0023,1.1772,261.5861,98.4802,0,U,63280,999,8220,.92355407E-3,.25259E-3,0
STARLINK-33665,2025-053S,2026-08-26T17:20:34.844928,15.27591297,.00017541,43.0040,1.0089,273.4464,86.6187,0,U,63281,999,8220,.5377065E-3,.14569E-3,0
STARLINK-33603,2025-053T,2026-08-25T09:52:06.602592,15.27590083,.00015922,43.0043,9.2173,252.4372,107.6306,0,U,63282,999,8199,.10525994E-2,.28825E-3,0
STARLINK-33669,2025-053U,2026-08-27T01:22:28.325856,15.27580202,.00015428,43.0034,359.2211,274.5684,85.4992,0,U,63283,999,8225,.59968178E-3,.16276E-3,0
